customer_id,segment_name,recency_days,frequency_180d,monetary_180d,R,F,M,rfm_score,return_rate_180d,avg_discount_pct_180d,ticket_count_90d,negative_ticket_rate_90d,sessions_30d,last_visit_days_ago,engagement_score,last_campaign_received,manual_priority_bucket,churn_next_60d
CUST00553,Mid_Tier_At_Risk,293,0,0.0,1,1,1,3,0.0,0.0,0,0.0,2,56,6,free_shipping,high,1
CUST00554,Mid_Tier_At_Risk,7,2,750.58,5,4,3,12,0.0,0.45,0,0.0,10,8,13,welcome_offer,low,0
CUST00555,Mid_Tier_At_Risk,45,2,1122.75,4,4,3,11,0.0,0.135,1,1.0,3,2,7,welcome_offer,medium,0
CUST00556,Mid_Tier_At_Risk,26,1,936.16,4,2,3,9,0.0,0.25,1,1.0,1,0,1,new_launch,high,1
CUST00557,Mid_Tier_At_Risk,16,2,977.03,5,4,3,12,0.0,0.2,0,0.0,17,16,24,new_launch,low,0
CUST00558,Dormant,399,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,60,1,free_shipping,high,1
CUST00559,Mid_Tier_At_Risk,1,1,469.57,5,2,2,9,0.0,0.22,0,0.0,2,0,8,welcome_offer,low,0
CUST00560,Mid_Tier_At_Risk,231,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,51,4,bundle_discount,high,1
CUST00561,New_Customers,4,1,256.33,5,2,1,8,0.0,0.35,1,0.0,16,0,16,bundle_discount,medium,0
CUST00562,Mid_Tier_At_Risk,259,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,45,8,new_launch,high,1
CUST00563,Mid_Tier_At_Risk,105,1,463.49,2,2,2,6,0.0,0.23,0,0.0,1,20,4,free_shipping,high,1
CUST00564,Mid_Tier_At_Risk,130,1,584.7,2,2,2,6,0.0,0.15,0,0.0,10,27,10,bundle_discount,high,1
CUST00565,New_Customers,39,1,275.55,4,2,1,7,0.0,0.11,0,0.0,10,7,17,none,medium,0
CUST00566,Mid_Tier_At_Risk,22,1,657.76,4,2,2,8,0.0,0.32,0,0.0,25,3,25,bundle_discount,low,0
CUST00567,Champions,3,2,1674.78,5,4,4,13,0.0,0.28,0,0.0,9,0,9,bundle_discount,low,0
CUST00568,New_Customers,34,1,482.12,4,2,2,8,0.0,0.38,0,0.0,3,10,6,welcome_offer,low,1
CUST00569,Mid_Tier_At_Risk,113,1,430.0,2,2,2,6,0.0,0.38,0,0.0,7,23,17,none,high,0
CUST00570,Mid_Tier_At_Risk,168,1,976.72,1,2,3,6,1.0,0.11,0,0.0,0,27,3,new_launch,high,1
CUST00571,New_Customers,32,1,598.14,4,2,2,8,1.0,0.28,1,0.0,5,4,6,welcome_offer,medium,0
CUST00572,Champions,51,4,2434.63,3,5,5,13,0.0,0.28,0,0.0,8,24,14,free_shipping,medium,1
CUST00573,Loyal_Slipping,125,3,1879.54,2,5,4,11,0.0,0.323,0,0.0,0,25,0,welcome_offer,high,1
CUST00574,Champions,5,6,5505.69,5,5,5,15,0.0,0.215,0,0.0,14,0,20,welcome_offer,low,0
CUST00575,Mid_Tier_At_Risk,83,1,548.72,3,2,2,7,0.0,0.3,1,1.0,6,32,10,welcome_offer,high,1
CUST00576,Mid_Tier_At_Risk,46,1,470.46,4,2,2,8,0.0,0.31,0,0.0,15,27,20,none,medium,1
CUST00577,Loyal_Slipping,72,2,1058.36,3,4,3,10,0.0,0.18,0,0.0,7,26,14,welcome_offer,medium,0
CUST00578,Mid_Tier_At_Risk,376,0,0.0,1,1,1,3,0.0,0.0,0,0.0,2,60,8,bundle_discount,high,1
CUST00579,New_Customers,10,1,301.68,5,2,1,8,0.0,0.39,0,0.0,1,1,1,welcome_offer,high,1
CUST00580,Mid_Tier_At_Risk,74,1,713.84,3,2,3,8,0.0,0.14,0,0.0,4,17,10,new_launch,medium,0
CUST00581,Loyal_Slipping,76,2,1527.79,3,4,4,11,0.0,0.185,0,0.0,0,11,1,bundle_discount,high,1
CUST00582,Mid_Tier_At_Risk,286,0,0.0,1,1,1,3,0.0,0.0,0,0.0,2,60,9,bundle_discount,high,1
CUST00583,Dormant,263,0,0.0,1,1,1,3,0.0,0.0,0,0.0,2,51,2,none,high,1
CUST00584,Mid_Tier_At_Risk,83,1,591.05,3,2,2,7,0.0,0.3,0,0.0,9,12,9,welcome_offer,high,1
CUST00585,Mid_Tier_At_Risk,113,2,967.27,2,4,3,9,0.0,0.265,0,0.0,15,9,26,bundle_discount,high,0
CUST00586,Dormant,128,1,371.62,2,2,1,5,0.0,0.26,0,0.0,1,22,1,free_shipping,high,1
CUST00587,New_Customers,18,1,275.79,5,2,1,8,0.0,0.52,0,0.0,10,7,11,bundle_discount,low,0
CUST00588,Mid_Tier_At_Risk,76,1,649.95,3,2,2,7,0.0,0.19,0,0.0,6,0,6,welcome_offer,high,0
CUST00589,Mid_Tier_At_Risk,71,1,479.6,3,2,2,7,0.0,0.38,1,1.0,4,0,8,bundle_discount,medium,1
CUST00590,Mid_Tier_At_Risk,140,1,515.92,2,2,2,6,0.0,0.31,0,0.0,7,25,17,welcome_offer,high,1
CUST00591,Mid_Tier_At_Risk,69,1,865.39,3,2,3,8,0.0,0.41,0,0.0,2,11,14,none,medium,1
CUST00592,Mid_Tier_At_Risk,20,1,627.36,5,2,2,9,0.0,0.4,0,0.0,3,1,3,new_launch,low,1
CUST00593,High_Value_Unhappy,29,4,2441.17,4,5,5,14,0.0,0.292,1,1.0,9,19,9,bundle_discount,medium,0
CUST00594,Mid_Tier_At_Risk,91,1,448.78,2,2,2,6,0.0,0.5,0,0.0,0,16,0,none,high,1
CUST00595,Champions,20,3,1431.75,5,5,4,14,0.0,0.363,0,0.0,9,6,9,new_launch,low,0
CUST00596,Mid_Tier_At_Risk,50,1,503.66,3,2,2,7,0.0,0.48,1,1.0,13,9,21,bundle_discount,medium,1
CUST00597,High_Value_Unhappy,52,1,1256.0,3,2,4,9,0.0,0.35,1,1.0,0,9,0,welcome_offer,high,1
CUST00598,Mid_Tier_At_Risk,7,1,545.96,5,2,2,9,0.0,0.23,0,0.0,20,13,32,free_shipping,low,0
CUST00599,Loyal_Slipping,169,2,2008.74,1,4,5,10,0.0,0.095,0,0.0,2,29,8,free_shipping,high,0
CUST00600,Mid_Tier_At_Risk,263,0,0.0,1,1,1,3,0.0,0.0,0,0.0,3,53,6,none,high,1
CUST00601,New_Customers,70,1,537.85,3,2,2,7,0.0,0.04,0,0.0,8,15,19,free_shipping,medium,1
CUST00602,Mid_Tier_At_Risk,91,1,171.18,2,2,1,5,0.0,0.57,0,0.0,5,21,8,new_launch,high,1
CUST00603,High_Value_Unhappy,10,6,3515.31,5,5,5,15,0.0,0.338,2,1.0,12,0,19,new_launch,medium,0
CUST00604,Mid_Tier_At_Risk,90,1,761.72,2,2,3,7,0.0,0.18,0,0.0,2,16,8,none,high,0
CUST00605,Mid_Tier_At_Risk,160,2,1049.15,1,4,3,8,0.0,0.135,0,0.0,8,33,11,none,high,1
CUST00606,Mid_Tier_At_Risk,120,1,240.15,2,2,1,5,0.0,0.24,0,0.0,7,28,7,new_launch,high,1
CUST00607,Mid_Tier_At_Risk,249,0,0.0,1,1,1,3,0.0,0.0,0,0.0,9,55,9,none,high,1
CUST00608,High_Value_Unhappy,27,2,1397.1,4,4,4,12,0.0,0.36,1,1.0,7,5,7,welcome_offer,medium,0
CUST00609,Champions,6,5,4581.16,5,5,5,15,0.0,0.406,0,0.0,6,0,14,bundle_discount,low,0
CUST00610,High_Value_Unhappy,22,3,3213.04,4,5,5,14,0.333,0.34,1,1.0,10,7,13,new_launch,medium,0
CUST00611,Mid_Tier_At_Risk,235,0,0.0,1,1,1,3,0.0,0.0,0,0.0,5,60,8,welcome_offer,high,1
CUST00612,Mid_Tier_At_Risk,48,2,2120.98,3,4,5,12,0.0,0.35,0,0.0,9,1,9,bundle_discount,medium,1
CUST00613,High_Value_Unhappy,4,4,2969.31,5,5,5,15,0.0,0.435,2,0.0,14,7,20,none,medium,0
CUST00614,Mid_Tier_At_Risk,196,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,38,6,new_launch,high,1
CUST00615,New_Customers,34,1,446.03,4,2,2,8,1.0,0.17,1,1.0,4,6,10,new_launch,medium,1
CUST00616,Mid_Tier_At_Risk,36,2,1139.91,4,4,3,11,0.0,0.165,1,1.0,10,16,10,bundle_discount,medium,1
CUST00617,Champions,14,6,4116.99,5,5,5,15,0.0,0.385,0,0.0,8,7,8,new_launch,low,0
CUST00618,Loyal_Slipping,92,2,1570.53,2,4,4,10,0.0,0.215,0,0.0,8,2,18,welcome_offer,high,0
CUST00619,Mid_Tier_At_Risk,2,2,925.36,5,4,3,12,0.0,0.215,0,0.0,8,12,8,welcome_offer,low,0
CUST00620,Mid_Tier_At_Risk,90,1,449.48,2,2,2,6,0.0,0.26,1,1.0,17,30,24,new_launch,high,0
CUST00621,Mid_Tier_At_Risk,92,1,348.53,2,2,1,5,0.0,0.29,0,0.0,6,14,11,bundle_discount,high,1
CUST00622,Mid_Tier_At_Risk,180,1,1369.13,1,2,4,7,0.0,0.18,0,0.0,1,41,10,free_shipping,high,1
CUST00623,Loyal_Slipping,108,4,1945.71,2,5,5,12,0.25,0.323,0,0.0,18,15,27,free_shipping,high,0
CUST00624,Mid_Tier_At_Risk,232,0,0.0,1,1,1,3,0.0,0.0,0,0.0,4,60,4,new_launch,high,1
CUST00625,Loyal_Slipping,66,3,1716.26,3,5,4,12,0.0,0.387,0,0.0,2,0,2,none,medium,1
CUST00626,Mid_Tier_At_Risk,9,2,1214.38,5,4,4,13,0.0,0.23,1,0.0,12,0,12,free_shipping,medium,0
CUST00627,Mid_Tier_At_Risk,75,1,403.11,3,2,2,7,0.0,0.28,0,0.0,6,17,11,free_shipping,medium,1
CUST00628,Mid_Tier_At_Risk,59,1,232.57,3,2,1,6,0.0,0.58,1,1.0,9,15,17,none,medium,0
CUST00629,New_Customers,44,1,442.4,4,2,2,8,0.0,0.42,0,0.0,2,3,5,none,medium,0
CUST00630,Loyal_Slipping,93,2,1967.63,2,4,5,11,0.0,0.285,0,0.0,20,13,29,welcome_offer,high,0
CUST00631,Loyal_Slipping,68,3,1238.87,3,5,4,12,0.0,0.49,0,0.0,0,5,0,bundle_discount,medium,1
CUST00632,Mid_Tier_At_Risk,61,1,1078.63,3,2,3,8,0.0,0.45,0,0.0,11,0,14,bundle_discount,medium,1
CUST00633,New_Customers,33,1,1619.36,4,2,4,10,0.0,0.17,0,0.0,4,0,9,none,low,0
CUST00634,Mid_Tier_At_Risk,118,2,727.14,2,4,3,9,0.0,0.23,0,0.0,1,32,1,bundle_discount,high,1
CUST00635,Mid_Tier_At_Risk,134,1,1016.46,2,2,3,7,0.0,0.35,0,0.0,1,13,4,bundle_discount,high,1
CUST00636,Loyal_Slipping,72,2,2158.95,3,4,5,12,0.0,0.195,0,0.0,1,24,1,free_shipping,medium,0
CUST00637,Mid_Tier_At_Risk,60,1,928.75,3,2,3,8,0.0,0.56,0,0.0,1,15,2,new_launch,high,0
CUST00638,Dormant,173,1,300.91,1,2,1,4,0.0,0.33,0,0.0,0,44,1,none,high,1
CUST00639,Dormant,369,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,58,2,none,high,1
CUST00640,Mid_Tier_At_Risk,130,1,641.86,2,2,2,6,0.0,0.28,0,0.0,0,25,5,welcome_offer,high,1
CUST00641,Champions,35,3,1518.18,4,5,4,13,0.0,0.303,0,0.0,5,0,9,welcome_offer,low,0
CUST00642,Champions,18,3,1654.45,5,5,4,14,0.0,0.407,0,0.0,4,12,5,bundle_discount,low,0
CUST00643,Mid_Tier_At_Risk,155,1,1091.34,1,2,3,6,0.0,0.26,0,0.0,14,33,17,none,high,1
CUST00644,Loyal_Slipping,78,2,715.36,3,4,3,10,0.0,0.285,0,0.0,0,25,10,welcome_offer,high,1
CUST00645,Dormant,252,0,0.0,1,1,1,3,0.0,0.0,0,0.0,0,47,0,none,high,1
CUST00646,Mid_Tier_At_Risk,117,1,624.08,2,2,2,6,0.0,0.07,0,0.0,5,20,5,free_shipping,high,0
CUST00647,Mid_Tier_At_Risk,64,1,507.52,3,2,2,7,0.0,0.13,1,0.0,2,9,4,free_shipping,medium,1
CUST00648,New_Customers,31,1,1298.17,4,2,4,10,0.0,0.13,0,0.0,3,16,12,free_shipping,low,0
CUST00649,Mid_Tier_At_Risk,124,1,364.41,2,2,1,5,0.0,0.34,0,0.0,5,16,5,none,high,1
CUST00650,Mid_Tier_At_Risk,59,2,2193.25,3,4,5,12,0.0,0.345,0,0.0,6,5,6,bundle_discount,medium,1
CUST00651,Champions,34,2,2189.98,4,4,5,13,0.0,0.395,0,0.0,6,5,14,none,low,0
CUST00652,Loyal_Slipping,75,2,2138.43,3,4,5,12,0.0,0.505,0,0.0,13,13,19,bundle_discount,medium,0
CUST00653,Champions,32,2,2037.83,4,4,5,13,0.0,0.235,0,0.0,19,11,19,none,low,0
CUST00654,High_Value_Unhappy,8,4,4671.99,5,5,5,15,0.5,0.11,2,1.0,8,0,8,welcome_offer,medium,0
CUST00655,Mid_Tier_At_Risk,79,1,631.53,3,2,2,7,0.0,0.11,0,0.0,0,15,0,none,high,0
CUST00656,Loyal_Slipping,67,2,1360.96,3,4,4,11,0.0,0.24,0,0.0,16,6,16,bundle_discount,medium,0
CUST00657,Mid_Tier_At_Risk,63,2,674.97,3,4,2,9,0.5,0.38,1,1.0,5,8,9,new_launch,medium,1
CUST00658,Mid_Tier_At_Risk,219,0,0.0,1,1,1,3,0.0,0.0,0,0.0,3,29,9,free_shipping,high,1
CUST00659,Mid_Tier_At_Risk,16,1,883.27,5,2,3,10,0.0,0.37,0,0.0,21,0,36,welcome_offer,low,0
CUST00660,New_Customers,43,1,573.43,4,2,2,8,0.0,0.16,0,0.0,7,8,14,bundle_discount,medium,0
CUST00661,Dormant,180,1,415.44,1,2,2,5,0.0,0.44,0,0.0,1,33,1,welcome_offer,high,1
CUST00662,Dormant,124,1,852.96,2,2,3,7,0.0,0.27,0,0.0,2,28,2,bundle_discount,high,1
CUST00663,Loyal_Slipping,64,3,1861.9,3,5,4,12,0.0,0.4,0,0.0,14,26,14,none,medium,1
CUST00664,New_Customers,20,1,237.27,5,2,1,8,0.0,0.34,1,0.0,1,0,1,bundle_discount,high,0
CUST00665,High_Value_Unhappy,35,3,1936.8,4,5,5,14,0.333,0.237,1,1.0,3,3,3,new_launch,medium,0
CUST00666,Mid_Tier_At_Risk,3,1,540.99,5,2,2,9,0.0,0.32,1,0.0,1,10,5,bundle_discount,high,0
CUST00667,High_Value_Unhappy,25,2,1406.34,4,4,4,12,0.5,0.22,0,0.0,7,9,7,free_shipping,low,0
CUST00668,Mid_Tier_At_Risk,42,2,952.41,4,4,3,11,0.0,0.16,0,0.0,3,10,3,new_launch,medium,1
CUST00669,Champions,57,3,2774.76,3,5,5,13,0.0,0.243,0,0.0,1,0,1,none,medium,0
CUST00670,Mid_Tier_At_Risk,242,0,0.0,1,1,1,3,0.0,0.0,0,0.0,0,52,3,none,high,1
CUST00671,Champions,2,3,2568.33,5,5,5,15,0.0,0.34,0,0.0,13,7,13,bundle_discount,low,0
CUST00672,Mid_Tier_At_Risk,141,1,434.37,2,2,2,6,0.0,0.47,0,0.0,10,18,20,none,high,1
CUST00673,Mid_Tier_At_Risk,118,1,1297.2,2,2,4,8,0.0,0.36,0,0.0,1,28,4,none,high,1
CUST00674,Champions,56,5,2521.51,3,5,5,13,0.0,0.28,0,0.0,14,12,18,free_shipping,medium,1
CUST00675,Loyal_Slipping,130,2,4218.15,2,4,5,11,0.0,0.235,0,0.0,8,35,13,bundle_discount,high,0
CUST00676,New_Customers,6,1,714.17,5,2,3,10,0.0,0.4,1,0.0,9,0,16,welcome_offer,medium,0
CUST00677,Mid_Tier_At_Risk,6,1,291.61,5,2,1,8,0.0,0.36,0,0.0,1,13,1,free_shipping,high,0
CUST00678,Dormant,196,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,26,1,none,high,1
CUST00679,Champions,83,3,2474.75,3,5,5,13,0.0,0.337,0,0.0,3,18,15,free_shipping,high,0
CUST00680,Dormant,215,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,41,1,new_launch,high,1
CUST00681,Dormant,211,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,35,2,welcome_offer,high,1
CUST00682,New_Customers,19,1,1238.23,5,2,4,11,0.0,0.17,1,0.0,6,7,12,new_launch,medium,0
CUST00683,Mid_Tier_At_Risk,0,3,3422.7,5,5,5,15,0.0,0.25,1,0.0,7,0,13,none,medium,0
CUST00684,Dormant,140,1,547.13,2,2,2,6,0.0,0.34,0,0.0,2,2,2,new_launch,high,1
CUST00685,New_Customers,2,1,1158.09,5,2,3,10,0.0,0.44,0,0.0,3,0,7,bundle_discount,low,0
CUST00686,Mid_Tier_At_Risk,127,1,318.48,2,2,1,5,0.0,0.31,0,0.0,21,20,29,none,high,1
CUST00687,Loyal_Slipping,117,3,2804.77,2,5,5,12,0.0,0.31,0,0.0,1,34,1,welcome_offer,high,1
CUST00688,High_Value_Unhappy,13,4,2214.44,5,5,5,15,0.25,0.265,1,1.0,1,0,1,bundle_discount,medium,0
CUST00689,Champions,70,4,4514.31,3,5,5,13,0.0,0.1,0,0.0,13,19,13,new_launch,medium,0
CUST00690,Champions,4,3,3098.92,5,5,5,15,0.0,0.303,0,0.0,11,10,24,welcome_offer,low,0
CUST00691,Loyal_Slipping,61,2,1222.65,3,4,4,11,0.0,0.52,0,0.0,14,18,23,none,medium,0
CUST00692,Mid_Tier_At_Risk,58,1,269.14,3,2,1,6,0.0,0.48,0,0.0,0,16,5,bundle_discount,high,1
CUST00693,Mid_Tier_At_Risk,147,1,804.56,2,2,3,7,0.0,0.27,0,0.0,0,5,3,bundle_discount,high,1
CUST00694,Mid_Tier_At_Risk,74,1,345.14,3,2,1,6,0.0,0.23,0,0.0,14,12,14,none,medium,1
CUST00695,Mid_Tier_At_Risk,198,0,0.0,1,1,1,3,0.0,0.0,0,0.0,4,48,8,bundle_discount,high,1
CUST00696,Mid_Tier_At_Risk,40,2,796.15,4,4,3,11,0.0,0.315,0,0.0,1,8,1,bundle_discount,medium,0
CUST00697,Dormant,247,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,47,1,none,high,0
CUST00698,High_Value_Unhappy,14,3,2572.72,5,5,5,15,0.333,0.27,2,1.0,11,16,11,new_launch,medium,0
CUST00699,Champions,47,4,2191.51,3,5,5,13,0.0,0.383,0,0.0,15,20,18,free_shipping,medium,0
CUST00700,Mid_Tier_At_Risk,49,1,345.91,3,2,1,6,0.0,0.22,0,0.0,1,22,1,new_launch,high,0
CUST00701,Mid_Tier_At_Risk,122,1,892.63,2,2,3,7,0.0,0.0,0,0.0,10,26,10,free_shipping,high,1
CUST00702,Mid_Tier_At_Risk,77,1,357.55,3,2,1,6,0.0,0.11,1,1.0,2,16,2,none,high,1
CUST00703,Mid_Tier_At_Risk,104,1,360.06,2,2,1,5,0.0,0.31,0,0.0,3,27,3,none,high,1
CUST00704,Mid_Tier_At_Risk,22,2,1084.34,4,4,3,11,0.0,0.345,0,0.0,12,0,13,new_launch,low,1
CUST00705,New_Customers,12,1,872.61,5,2,3,10,1.0,0.0,1,1.0,1,5,4,new_launch,high,1
CUST00706,New_Customers,2,1,439.07,5,2,2,9,0.0,0.33,0,0.0,2,0,3,bundle_discount,low,0
CUST00707,Mid_Tier_At_Risk,189,0,0.0,1,1,1,3,0.0,0.0,0,0.0,10,19,10,free_shipping,high,0
CUST00708,High_Value_Unhappy,45,4,2683.09,4,5,5,14,0.0,0.305,1,1.0,5,5,9,free_shipping,medium,0
CUST00709,Mid_Tier_At_Risk,129,1,1966.47,2,2,5,9,0.0,0.13,0,0.0,0,17,4,bundle_discount,high,1
CUST00710,Champions,16,4,2426.17,5,5,5,15,0.0,0.275,0,0.0,8,0,9,free_shipping,low,0
CUST00711,High_Value_Unhappy,19,5,4117.05,5,5,5,15,0.0,0.416,1,1.0,10,13,16,new_launch,medium,0
CUST00712,Mid_Tier_At_Risk,4,1,676.24,5,2,2,9,0.0,0.2,0,0.0,2,0,2,bundle_discount,low,0
CUST00713,High_Value_Unhappy,3,4,3625.93,5,5,5,15,0.25,0.31,2,0.5,10,0,10,bundle_discount,medium,0
CUST00714,Discount_Sensitive,40,3,1036.94,4,5,3,12,0.333,0.497,1,1.0,2,0,5,bundle_discount,medium,0
CUST00715,Discount_Sensitive,25,3,954.63,4,5,3,12,0.0,0.517,0,0.0,4,14,5,bundle_discount,low,0
CUST00716,High_Value_Unhappy,6,3,1449.24,5,5,4,14,0.0,0.29,1,1.0,14,0,24,welcome_offer,medium,0
CUST00717,New_Customers,0,1,884.85,5,2,3,10,0.0,0.31,0,0.0,6,7,6,welcome_offer,low,0
CUST00718,Mid_Tier_At_Risk,117,1,348.64,2,2,1,5,0.0,0.2,0,0.0,2,35,7,bundle_discount,high,1
CUST00719,Dormant,168,1,461.68,1,2,2,5,0.0,0.41,0,0.0,2,38,2,free_shipping,high,0
CUST00720,Mid_Tier_At_Risk,291,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,53,5,welcome_offer,high,1
CUST00721,New_Customers,14,1,1856.99,5,2,4,11,0.0,0.1,0,0.0,8,0,13,bundle_discount,low,0
CUST00722,New_Customers,30,1,256.54,4,2,1,7,1.0,0.6,1,1.0,1,0,1,welcome_offer,high,1
CUST00723,Mid_Tier_At_Risk,69,1,546.81,3,2,2,7,0.0,0.1,0,0.0,7,21,10,bundle_discount,medium,1
CUST00724,Mid_Tier_At_Risk,8,2,1014.94,5,4,3,12,0.0,0.12,0,0.0,8,0,15,welcome_offer,low,0
CUST00725,Dormant,141,2,950.51,2,4,3,9,0.0,0.39,0,0.0,0,37,0,new_launch,high,1
CUST00726,Loyal_Slipping,98,4,4849.51,2,5,5,12,0.25,0.34,0,0.0,10,19,15,none,high,0
CUST00727,Champions,8,4,2696.01,5,5,5,15,0.25,0.343,0,0.0,10,7,18,bundle_discount,low,1
CUST00728,Mid_Tier_At_Risk,66,1,396.38,3,2,2,7,1.0,0.22,1,1.0,6,17,6,free_shipping,medium,1
CUST00729,Mid_Tier_At_Risk,140,1,1324.83,2,2,4,8,0.0,0.38,0,0.0,1,42,7,welcome_offer,high,1
CUST00730,Mid_Tier_At_Risk,232,0,0.0,1,1,1,3,0.0,0.0,0,0.0,3,43,3,new_launch,high,0
CUST00731,Mid_Tier_At_Risk,136,1,433.67,2,2,2,6,0.0,0.42,0,0.0,2,18,5,welcome_offer,high,1
CUST00732,Mid_Tier_At_Risk,6,1,402.61,5,2,2,9,0.0,0.13,1,1.0,6,4,9,welcome_offer,medium,0
CUST00733,Mid_Tier_At_Risk,66,1,376.53,3,2,2,7,0.0,0.31,0,0.0,5,8,5,none,medium,0
CUST00734,Loyal_Slipping,89,2,2020.81,2,4,5,11,0.0,0.38,0,0.0,6,30,10,welcome_offer,high,0
CUST00735,Champions,12,2,1244.28,5,4,4,13,0.0,0.42,0,0.0,1,0,1,new_launch,low,0
CUST00736,Loyal_Slipping,66,3,1727.68,3,5,4,12,0.0,0.353,0,0.0,3,15,3,none,medium,1
CUST00737,Mid_Tier_At_Risk,24,1,872.88,4,2,3,9,0.0,0.16,0,0.0,1,4,3,bundle_discount,high,0
CUST00738,Mid_Tier_At_Risk,78,1,545.24,3,2,2,7,1.0,0.18,1,1.0,8,25,15,new_launch,high,1
CUST00739,New_Customers,24,1,1047.95,4,2,3,9,0.0,0.27,0,0.0,8,0,12,welcome_offer,low,0
CUST00740,Mid_Tier_At_Risk,261,0,0.0,1,1,1,3,0.0,0.0,0,0.0,5,59,18,new_launch,high,1
CUST00741,Mid_Tier_At_Risk,225,0,0.0,1,1,1,3,0.0,0.0,0,0.0,3,52,6,new_launch,high,0
CUST00742,Mid_Tier_At_Risk,49,1,441.54,3,2,2,7,0.0,0.47,0,0.0,5,8,9,bundle_discount,medium,1
CUST00743,Mid_Tier_At_Risk,1,1,1124.66,5,2,3,10,0.0,0.4,0,0.0,3,18,12,new_launch,low,0
CUST00744,Loyal_Slipping,65,2,1108.58,3,4,3,10,0.0,0.14,0,0.0,2,25,9,free_shipping,medium,1
CUST00745,New_Customers,1,1,1077.53,5,2,3,10,0.0,0.28,0,0.0,14,4,14,welcome_offer,low,0
CUST00746,Mid_Tier_At_Risk,177,1,352.33,1,2,1,4,0.0,0.53,0,0.0,0,17,3,welcome_offer,high,1
CUST00747,New_Customers,11,1,1123.87,5,2,3,10,0.0,0.31,1,1.0,13,7,19,none,medium,0
CUST00748,Champions,58,3,2603.35,3,5,5,13,0.0,0.123,0,0.0,5,0,5,welcome_offer,medium,0
CUST00749,Mid_Tier_At_Risk,11,1,872.34,5,2,3,10,0.0,0.41,0,0.0,13,11,24,bundle_discount,low,0
CUST00750,Mid_Tier_At_Risk,49,2,962.3,3,4,3,10,0.0,0.39,0,0.0,8,4,13,welcome_offer,medium,0
CUST00751,New_Customers,15,1,657.24,5,2,2,9,0.0,0.21,0,0.0,8,5,13,new_launch,low,0
CUST00752,Loyal_Slipping,97,2,1319.55,2,4,4,10,0.0,0.235,0,0.0,2,33,2,welcome_offer,high,1
CUST00753,Mid_Tier_At_Risk,143,1,1093.17,2,2,3,7,0.0,0.16,0,0.0,9,40,9,new_launch,high,1
CUST00754,Champions,37,2,3639.05,4,4,5,13,0.0,0.13,0,0.0,18,4,27,welcome_offer,medium,0
CUST00755,Mid_Tier_At_Risk,200,0,0.0,1,1,1,3,0.0,0.0,0,0.0,12,45,19,none,high,1
CUST00756,Mid_Tier_At_Risk,113,1,329.74,2,2,1,5,0.0,0.33,0,0.0,0,17,0,free_shipping,high,1
CUST00757,Mid_Tier_At_Risk,8,1,481.24,5,2,2,9,0.0,0.33,0,0.0,4,0,8,free_shipping,low,0
CUST00758,Loyal_Slipping,78,3,1129.62,3,5,3,11,0.0,0.31,0,0.0,13,19,17,none,high,0
CUST00759,Mid_Tier_At_Risk,38,2,1562.24,4,4,4,12,0.0,0.26,0,0.0,4,21,6,free_shipping,medium,1
CUST00760,Dormant,162,1,368.74,1,2,1,4,1.0,0.32,0,0.0,1,37,1,bundle_discount,high,1
CUST00761,Mid_Tier_At_Risk,193,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,41,5,new_launch,high,1
CUST00762,Champions,46,2,2784.57,4,4,5,13,0.5,0.24,0,0.0,8,25,8,bundle_discount,medium,0
CUST00763,Dormant,188,0,0.0,1,1,1,3,0.0,0.0,0,0.0,0,47,0,welcome_offer,high,1
CUST00764,Mid_Tier_At_Risk,23,2,1414.13,4,4,4,12,0.0,0.145,0,0.0,8,1,8,welcome_offer,low,0
CUST00765,Loyal_Slipping,98,2,2264.58,2,4,5,11,0.0,0.385,0,0.0,2,12,2,welcome_offer,high,1
CUST00766,Mid_Tier_At_Risk,166,1,389.83,1,2,2,5,0.0,0.3,0,0.0,7,46,9,welcome_offer,high,1
CUST00767,Mid_Tier_At_Risk,75,1,468.97,3,2,2,7,0.0,0.32,1,1.0,7,18,17,new_launch,medium,1
CUST00768,High_Value_Unhappy,21,2,1483.56,4,4,4,12,0.0,0.175,1,1.0,3,7,3,bundle_discount,medium,0
CUST00769,Mid_Tier_At_Risk,18,2,971.74,5,4,3,12,0.0,0.275,0,0.0,2,0,3,none,low,1
CUST00770,High_Value_Unhappy,27,3,2711.16,4,5,5,14,0.0,0.2,1,1.0,12,0,18,welcome_offer,medium,0
CUST00771,Mid_Tier_At_Risk,90,1,456.76,2,2,2,6,0.0,0.41,1,1.0,8,0,10,none,high,1
CUST00772,Mid_Tier_At_Risk,190,0,0.0,1,1,1,3,0.0,0.0,0,0.0,9,27,14,free_shipping,high,1
